trip,tripSlug,photoId,location,date,alt,caption,description,Make,Model,LensModel,FocalLength,FocalLengthIn35mmFormat,FNumber,ExposureTime,ISO,ExposureProgram,MeteringMode,WhiteBalance,Flash,DateTimeOriginal,GPSLatitude,GPSLongitude,width,height,src
"bali-2026","bali-2026","bal26-094","Bali, Indonesia","2026-06-16","Man in mask carries large krupuk bag past white car on sunny Bali street, traditional decorations visible. Indonesia.","Daily life, sun-drenched streets","A vibrant street scene unfolds under the bright Bali sun. A man, wearing a face mask, carefully carries a large bag of light, crinkled krupuk or crackers. He stands beside a modern white SUV, its shiny surface reflecting the clear sky. Ornate, traditional Balinese decorations, possibly for a ceremony, arch gracefully in the background, contrasting with urban buildings and billboards. The scene captures the bustling, everyday rhythm of island life.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","125","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:17 05:36:09","","","2516","3774","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/94-bali-street-scene-man-krupuk-car-urban-life-indonesia"
"bali-2026","bali-2026","bal26-095","Bali, Indonesia","2026-06-16","Travel photography from Bali, Indonesia","Photo 95","A travel photograph captured in Bali, Indonesia in 2026.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","250","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:17 05:48:51","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/95-bali-2026-95"
"bali-2026","bali-2026","bal26-096","Bali, Indonesia","2026-06-16","Balinese man in white udeng headwrap, shirt, patterned sarong walking past traditional temple, street, Bali, Indonesia.","Traditional steps, golden sunlight","A dignified Balinese man, clad in a crisp white shirt and a traditional patterned sarong with an udeng headwrap, walks along a sunlit street in Bali. Strong shadows highlight his form as he passes an ancient temple structure, featuring a thatched roof and richly decorated base with vibrant red and gold patterns. The scene captures the intersection of daily life and enduring cultural heritage under a bright sky.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","160","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:17 05:51:14","","","2655","3982","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/96-balinese-man-traditional-attire-temple-street-bali"
"bali-2026","bali-2026","bal26-097","Bali, Indonesia","2026-06-16","Travel photography from Bali, Indonesia","Photo 97","A travel photograph captured in Bali, Indonesia in 2026.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","400","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:17 06:12:32","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/97-bali-2026-97"
"bali-2026","bali-2026","bal26-098","Bali, Indonesia","2026-06-16","Balinese man in udeng and sunglasses making shaka sign, riding scooter with woman in traditional attire, Bali street scene.","Street moments in cultural grace","Two Balinese individuals navigate a sunlit street on a motorbike. The man wears a traditional white udeng, dark sunglasses, and a white shirt, making a playful 'shaka' hand gesture. A woman, partially visible, sports a sheer white top with lace trim and a vibrant magenta sash, her dark hair adorned with a floral clip. Bright sunlight casts sharp shadows, illuminating their traditional attire and a modern watch, depicting a candid cultural moment in Bali, Indonesia.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","125","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:17 06:14:31","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/98-balinese-couple-scooter-street-daily-life-bali-indonesia"
"bali-2026","bali-2026","bal26-099","Bali, Indonesia","2026-06-16","Elderly Balinese man in striped shirt, cap, sitting barefoot on wooden bench outside shop with Ultra Milk posters, Bali, Indonesia.","Quiet street gaze","An elderly Balinese man rests peacefully on a worn wooden bench, his bare feet touching the rough pavement. He wears a striped shirt and a baseball cap, his gaze thoughtful. Behind him, a simple white door is adorned with vibrant posters advertising Ultra Milk beverages. A pair of flip-flops sits abandoned below. This candid street scene captures a moment of quiet daily life in Bali, Indonesia, bathed in soft, natural light.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","500","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:17 06:14:51","","","3079","4619","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/99-balinese-man-street-shop-portrait-bali-indonesia"
"bali-2026","bali-2026","bal26-100","Bali, Indonesia","2026-06-16","Elderly Balinese woman portrait, glasses, white shirt, rice grains on forehead. Grab uniform visible, Bali, Indonesia.","Timeless wisdom, daily grace","A captivating close-up portrait reveals an elderly Balinese woman, her face marked by time and wisdom. Warm tropical sunlight illuminates her expressive features, highlighting delicate rice grains on her forehead, a symbol of blessing or devotion. She wears a crisp white shirt adorned with intricate patterns, embodying local tradition. A glimpse of a modern Grab uniform suggests the dynamic intersection of heritage and contemporary daily life in bustling Bali.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","250","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:17 06:17:46","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/100-balinese-elderly-woman-portrait-rice-grains-bali"
"bali-2026","bali-2026","bal26-101","Bali, Indonesia","2026-06-16","Balinese woman in traditional kebaya, sarong, and sash holding offerings on a street in Bali, Indonesia. Cultural portrait, rituals.","Daily spiritual offerings","A Balinese woman stands gracefully on a sunlit street, embodying the island's spiritual heart. She wears a vibrant floral top, a traditional patterned sarong, and a distinct blue sash, holding a tray of daily offerings. Strong shadows indicate bright tropical light, highlighting the intricate details of her traditional attire. Lush greenery and hints of traditional architecture form the tranquil background, capturing an authentic moment of Balinese culture.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","250","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:17 06:30:47","","","4301","6452","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/101-balinese-woman-traditional-offerings-bali-indonesia"
"bali-2026","bali-2026","bal26-102","Kuta, Indonesia","2026-06-16","Man in hat pushes red wooden cart with framed mirrors down sunny Kuta street, Bali, Indonesia, past Nasi Pedas Ibu Andika.","Kuta · daily reflections along a bustling street","Bright tropical sunlight illuminates a dedicated street vendor in Kuta, Bali, as he pushes a vibrant red wooden cart. The cart is laden with an assortment of framed mirrors, their surfaces reflecting the bustling street and lush surroundings. This snapshot captures a moment of everyday life, highlighting local commerce and the resilience of Balinese daily routines under the warm Indonesian sun. A scooter is parked nearby, Nasi Pedas Ibu Andika banner hangs overhead, adding authentic local flavor.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","160","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:17 06:31:47","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/102-bali-kuta-street-vendor-mirrors-cart-daily-life-indonesia"
"bali-2026","bali-2026","bal26-103","Bali, Indonesia","2026-06-16","Grab rider on a Honda Beat scooter giving thumbs-up in Bali, Indonesia. Green jacket, helmet, ripped jeans.","Island hustle, friendly smile","A cheerful Grab rider on a Honda Beat scooter pauses on a sunlit Bali street. He wears a vibrant green jacket, a black helmet, and ripped denim jeans, offering a friendly thumbs-up. Bright sunlight highlights the urban scene, capturing the essential daily commute and the welcoming spirit of local life in Indonesia. A water bottle rests near the scooter's front.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","400","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:17 06:33:53","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/103-bali-grab-scooter-rider-thumbs-up-street-scene-indonesia"
"bali-2026","bali-2026","bal26-104","Bali, Indonesia","2026-06-16","Travel photography from Bali, Indonesia","Photo 104","A travel photograph captured in Bali, Indonesia in 2026.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","2500","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:17 06:34:00","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/104-bali-2026-104"
"bali-2026","bali-2026","bal26-105","Bali, Indonesia","2026-06-16","Travel photography from Bali, Indonesia","Photo 105","A travel photograph captured in Bali, Indonesia in 2026.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","1000","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:17 06:45:26","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/105-bali-2026-105"
"bali-2026","bali-2026","bal26-106","Bali, Indonesia","2026-06-16","Elderly Balinese man drives Suzuki Carry Futura 1.5 in bright sun, Bali street scene, Indonesia. Side profile.","Everyday journey","A Balinese man, seen in profile, navigates his Suzuki Carry Futura 1.5 under the bright tropical sun. Strong sunlight casts sharp highlights and shadows, illuminating his weathered skin and focused gaze. He wears a blue long-sleeved shirt, his arm resting casually on the car door. The vehicle, a common sight, suggests daily life and transport on the bustling streets of Indonesia. A blurred passenger sits in the background, adding depth to this authentic travel moment.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","500","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:17 06:54:26","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/106-bali-man-driver-suzuki-carry-futura-street-portrait-indonesia"
"bali-2026","bali-2026","bal26-107","Bali, Indonesia","2026-06-16","Two men refuel a scooter at a red and blue Pertamini roadside fuel pump in sunny Bali, Indonesia. Everyday street life.","Everyday fuel stop","This image captures a vibrant, sunny street scene in Bali, Indonesia. Two local men interact at a makeshift Pertamini fuel station. One, shirtless and wrapped in a sarong, stands near the red and blue pump, while another, wearing a white helmet, attends to a scooter. Bright daylight casts sharp shadows, highlighting the everyday rhythm of island life. Details include a bamboo blind, a corrugated roof, and various snacks hanging, creating an authentic portrayal of a local business.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","160","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:17 07:12:48","","","4451","6677","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/107-bali-roadside-pertamini-fuel-scooter-indonesia-daily-life"
"bali-2026","bali-2026","bal26-108","Bali, Indonesia","2026-06-16","Narrow concrete path under lush palm canopy, leading through vibrant rice paddies in Bali, Indonesia. Scooter parked, bright sun.","Tranquil path through palms and paddies","Sunlight dapples a narrow concrete path winding through a verdant corridor of towering palm trees. Lush green rice paddies stretch into the distance, framed by banana plants under a clear blue sky. A scooter rests beneath a palm, while orange marigold flowers add a splash of color by a small irrigation channel. This idyllic scene captures Bali's serene tropical beauty, inviting exploration.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","200","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:17 07:27:05","","","4014","6021","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/108-bali-palm-tree-lined-path-rice-paddies-scooter-indonesia"
"bali-2026","bali-2026","bal26-109","Bali, Indonesia","2026-06-16","Smiling Grab driver, green helmet, uniform with Indonesian flag, gives thumbs-up on Honda scooter in Bali, Indonesia. Sunny.","Island welcome, friendly smile","A cheerful Grab driver smiles warmly, offering a confident thumbs-up on a sunny day in Bali, Indonesia. He wears his distinctive green helmet and uniform, emblazoned with an Indonesian flag patch, reflecting local service. Bright, direct sunlight illuminates his face and the tropical green backdrop, capturing a moment of genuine hospitality and efficient travel.","SONY","ILCE-7CM2","Sony FE 24-70mm F2.8 II","70.0 mm","70 mm","2.8","1/1600","250","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:17 07:32:57","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/109-bali-grab-driver-thumbs-up-indonesia-scooter"
"bali-2026","bali-2026","bal26-110","Bali, Indonesia","2026-06-21","Young Balinese street food vendor pushes 'Tahu Bulat & Sotong' cart on street, checking phone, cigarette in mouth, Bali, Indonesia","Street life, local flavors, quiet moment","A young vendor slowly pushes his vibrant street food cart, 'Tahu Bulat & Sotong Asian,' along a quiet Balinese road. He glances at his smartphone, a cigarette held loosely, embodying a serene moment amidst daily commerce. Warm, ambient light illuminates the scene, highlighting the cart's colorful graphics and the red-tiled roofs of traditional buildings. Lush, verdant foliage frames the bustling street, capturing an authentic slice of local life in Bali, Indonesia.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","320","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 08:48:57","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/110-bali-street-food-vendor-cart-tahu-bulat-indonesia"
"bali-2026","bali-2026","bal26-111","Bali, Indonesia","2026-06-21","Elderly Balinese man in purple cap walks past a street warung and parked motorbikes, holding a stick and red cloth, Bali, Indonesia.","A quiet moment of daily rhythm","A weathered man in a purple cap strides past a bustling Balinese street warung under an overcast sky. Soft light illuminates his purposeful walk, holding a long metal tool and red fabric. Parked motorbikes and vibrant green foliage frame the scene, capturing an authentic moment of daily life in tropical Indonesia. The atmosphere feels calm, yet alive with local energy.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","400","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 08:56:09","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/111-bali-street-man-walking-warung-daily-life-indonesia"
"bali-2026","bali-2026","bal26-112","Bali, Indonesia","2026-06-21","Balinese man on bicycle, straw hat, 'SECURITY' shirt, passing lush rice fields, traditional temple, and village road in Bali.","Daily village rhythm unfolds peacefully","A lone Balinese man cycles along a quiet village road, his straw hat and 'SECURITY' shirt prominent. Lush green rice fields stretch to the left, contrasting with the dark asphalt. In the distance, traditional Balinese temple structures and a red-roofed gazebo emerge under a soft, overcast sky. This serene scene captures the authentic, unhurried rhythm of rural life in Bali, Indonesia, a harmonious blend of culture and nature.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","320","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 08:56:23","","","3779","5669","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/112-balinese-man-bicycle-rice-fields-temple-bali-indonesia"
"bali-2026","bali-2026","bal26-113","Bali, Indonesia","2026-06-21","Bali farmer in conical hat plowing muddy rice paddy field with power tiller at golden hour, lush tropical background, Indonesia.","Golden hour labor","A farmer, wearing a traditional conical hat, expertly guides a power tiller through a muddy, water-filled rice paddy in Bali, Indonesia. Golden hour light casts a warm, soft glow across the sky, reflecting in the puddles of the tilled earth. Lush tropical vegetation frames the background, hinting at the island's fertile landscape. This scene captures the timeless agricultural tradition amidst Bali's vibrant natural beauty.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","200","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 08:56:47","","","2522","3783","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/113-bali-rice-paddy-farmer-power-tiller-golden-hour-indonesia"
"bali-2026","bali-2026","bal26-114","Bali, Indonesia","2026-06-21","Bali street vendor sits under colorful umbrella, selling fresh palm fruit on roadside. Tropical scene with dense foliage, Indonesia.","Tropical rhythms, vibrant fruits, timeless trade","A local vendor sits casually by the roadside in Bali, Indonesia, surrounded by copious piles of fresh palm fruit. He rests under a vibrant red, yellow, and green umbrella, offering shade from the tropical sun. Lush green foliage forms a dense background, hinting at the island's natural beauty. This captures an authentic moment of daily life, showcasing traditional commerce against a verdant, serene backdrop. The scene evokes genuine island charm and everyday market interactions.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","2000","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 09:00:51","","","3897","5846","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/114-bali-street-vendor-palm-fruit-colorful-umbrella-indonesia"
"bali-2026","bali-2026","bal26-115","Bali, Indonesia","2026-06-21","Balinese man drives a Honda scooter with two children on a street in Bali, Indonesia. Cultural family transport, daily life portrait.","Generations journey, island's rhythm","A Balinese man navigates a busy street on a Honda scooter, carrying two young children, depicting daily island life. The focused driver wears a red and grey polo, a determined expression on his face. The child in front, hands gripping the handlebars, looks forward with an innocent gaze. Soft, even light illuminates their journey, revealing a common scene of family transport and resilience amidst the tropical urban environment, Bali, Indonesia.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","500","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 09:03:16","","","2643","3964","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/115-balinese-family-scooter-ride-street-bali-indonesia-portrait"
"bali-2026","bali-2026","bal26-116","Bali, Indonesia","2026-06-21","Bali street food vendor in hijab beside a bakso ayam cart on a rustic road, showing local Indonesian culinary culture.","Street food's authentic charm","A vibrant street food cart, adorned with 'BAKSO AYAM' signage, stands on a dusty Balinese roadside. A woman, wearing a soft pink hijab and orange top, tends to her mobile stall, reflecting everyday life. Muted daylight filters through leafy branches overhead, illuminating the scene with a gentle, authentic glow. Simple corrugated roofs and distant homes form a humble, inviting backdrop, capturing a genuine slice of Indonesian culture.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","500","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 09:07:12","","","4369","6553","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/116-bali-indonesia-street-food-bakso-ayam-vendor-local"
"bali-2026","bali-2026","bal26-117","Bali, Indonesia","2026-06-21","Balinese man in straw hat, smoking, rides Honda scooter on village road. Traditional stone carvings, lush trees in Bali, Indonesia.","Timeless daily journey","A Balinese man, wearing a traditional conical straw hat and simple clothes, confidently navigates a local village road on his black Honda scooter. Barefoot, he smokes a cigarette, a long bamboo staff secured by his side. Lush tropical foliage frames the left, while intricate stone carvings of a temple gate stand on the right. Warm natural light illuminates this authentic moment, capturing the daily rhythm and cultural essence of rural Bali.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","800","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 09:08:12","","","3002","4503","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/117-balinese-man-scooter-straw-hat-village-road-bali-indonesia"
"bali-2026","bali-2026","bal26-118","Bali, Indonesia","2026-06-21","Balinese locals in traditional white attire, some with headbands, riding in an old yellow Mitsubishi truck, Bali, Indonesia.","Communal journey, timeless spirit","A vivid scene unfolds on a Balinese road as locals, dressed in traditional white ceremonial attire, ride in the back of a weathered yellow truck. The diffuse light of an overcast sky illuminates their determined expressions. This communal transport captures a slice of everyday life, revealing cultural traditions and shared journeys across the Indonesian landscape, with lush green foliage adding a touch of natural beauty.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","640","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 09:28:56","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/118-bali-traditional-local-transport-truck-people-indonesia"
"bali-2026","bali-2026","bal26-119","Bali, Indonesia","2026-06-21","Balinese man in traditional udeng, white shirt, in back of truck with offerings (canang sari, coconuts) near brick temple, Bali.","Daily devotion's journey","A Balinese man, adorned in a traditional udeng and glasses, sits calmly within a weathered black utility truck bed. He gently holds a basket brimming with offerings, including whole coconuts and vibrant canang sari. Intricate red brick Balinese temple architecture, partly covered in moss and lush foliage, forms a rich backdrop. Soft, diffused light illuminates this authentic scene, capturing a serene moment of daily spiritual practice and local life in Indonesia's cultural heartland.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","1600","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 09:30:30","","","2524","3786","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/119-balinese-man-offerings-temple-truck-bali-indonesia"
"bali-2026","bali-2026","bal26-120","Bali, Indonesia","2026-06-21","Bali road scene with lush palm trees, tropical foliage, motorbikes, and cars on a paved street under an overcast sky.","Island road, green palms","A tranquil Bali road stretches into the distance, framed by towering coconut palms and vibrant tropical greenery. Daily life unfolds amidst humble roadside stalls and passing vehicles, including motorbikes and a truck. The overcast sky casts a soft, diffused light, highlighting the lush textures and a palpable sense of island serenity. Local signage for 'Warung Sate Guik' hints at authentic Indonesian flavors.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","800","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 09:33:57","","","4672","7008","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/120-bali-tropical-road-palm-trees-indonesian-village-scene"
"bali-2026","bali-2026","bal26-121","Bali, Indonesia","2026-06-21","Bali traditional woven bamboo animal sculptures with white faces & hooves. Roadside craft display, lush tropical background.","Ancient crafts, vibrant street","Several majestic woven bamboo animal sculptures stand proudly, featuring intricately carved white faces and hooves. These traditional Balinese effigies showcase skilled local craftsmanship. They are displayed roadside under a corrugated metal roof, beside a worn concrete path with patches of green weeds. Lush tropical trees and foliage form a vibrant green backdrop, hinting at Bali's natural beauty and rich cultural heritage.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","1600","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 09:36:59","","","3901","5852","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/121-bali-traditional-bamboo-animal-sculptures-roadside-crafts"
"bali-2026","bali-2026","bal26-122","Bali, Indonesia","2026-06-21","Balinese farmer, red shirt, tilling muddy rice paddy, wooden tool, lush tropical foliage, Bali, Indonesia.","Tranquil toil, verdant fields","A Balinese farmer in a red shirt diligently works a muddy rice paddy, tilling the earth with a wooden tool. Lush, vibrant green foliage, including tall bamboo and palms, forms a dense tropical backdrop. The air feels humid and peaceful, reflecting a timeless agricultural tradition. Water reflects the soft, diffused light, highlighting the rich, earthy tones of the landscape. This scene captures the essence of daily life in Bali's fertile, terraced fields.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","2500","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 09:40:59","","","3063","4595","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/122-balinese-farmer-rice-paddy-tilling-bali-indonesia"
"bali-2026","bali-2026","bal26-123","Bali, Indonesia","2026-06-21","Young child in driver's seat of black Suzuki Carry 1.5 pickup truck at Pertamina gas station, Bali, Indonesia, tropical background.","Innocent gaze, tropical roadside","A black Suzuki Carry 1.5 pickup truck rests at a Pertamina gas station in Bali, Indonesia. A young child, with a curious, innocent expression, occupies the driver's seat, her hand gently touching her face. Lush tropical foliage frames the background, hinting at the island's vibrant nature. The scene captures a quiet, everyday moment, reflecting local life and transport under soft, diffused light, highlighting the vehicle's authentic character.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","5000","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 09:50:47","","","4013","6020","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/123-bali-indonesia-suzuki-carry-truck-child-gas-station"
"bali-2026","bali-2026","bal26-124","Bali, Indonesia","2026-06-21","Man washing black Mitsubishi L300 pickup truck at indoor car wash, Bali, Indonesia. Water splashes, wet floor.","Everyday clean ritual","A person diligently washes a black Mitsubishi L300 pickup truck at an indoor car wash in Bali, Indonesia. Water brilliantly sprays around the elevated vehicle, reflecting the diffused natural light filtering through the corrugated metal roof. The wet concrete floor gleams, leading to visible drainage channels. This atmospheric image captures a moment of daily labor, a commonplace scene infused with a quiet, focused energy. The high ISO accentuates the texture and subtle details of the humid environment.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","12800","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 09:53:48","","","3526","5290","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/124-bali-car-wash-mitsubishi-l300-pickup-truck-daily-life"
"bali-2026","bali-2026","bal26-125","Bali, Indonesia","2026-06-21","Young Balinese man outside a colorful warung with an electric scooter parked on a street in Bali, Indonesia. Daily life scene.","Daily life's vibrant pulse","A young man stands casually before a vibrant Balinese warung, showcasing local life in Bali, Indonesia. An electric scooter rests nearby, a common sight on the island's bustling streets. Colorful banners and packaged goods fill the background, reflecting everyday commerce. The soft, diffused light highlights the authentic atmosphere, capturing a slice of the island's unique cultural tapestry.","SONY","ILCE-7CM2","FE 24-70mm F2.8 GM II","70.0 mm","70 mm","2.8","1/1600","4000","Manual","Multi-segment","Auto","Off, Did not fire","2026:06:21 09:57:13","","","4068","6102","https://res.cloudinary.com/do9hrcwn1/image/upload/c_limit,f_auto,q_auto,w_1200/v1/sammapix/portfolio/bali-2026/125-bali-indonesia-local-man-scooter-warung-street-scene"
